Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [377] boost::date_time::int_adapter<long>::from_special(boost::date_time::special_values) [110] std::_Rb_tree_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >* std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_Alloc_node::operator()<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >(std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >&&) const [175] std::_Rb_tree<int, std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::_Select1st<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::_S_key(std::_Rb_tree_node<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > const*)
 [235] boost::date_time::int_adapter<long>::neg_infinity() [141] std::_Rb_tree_node<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >* std::_Rb_tree<int, std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::_Select1st<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::_Alloc_node::operator()<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >(std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >&&) const [223] std::_Rb_tree<int, std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::_Select1st<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::_S_key(std::_Rb_tree_node_base const*)
 [227] boost::date_time::int_adapter<long>::not_a_number() [244] std::_Rb_tree<int, std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::_Select1st<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::key_comp() const [213] std::_Rb_tree<int, std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::_Select1st<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::_S_left(std::_Rb_tree_node_base*)
 [236] boost::date_time::int_adapter<long>::pos_infinity() [538] std::allocator<TwoRouteCombnation*>::allocator() [212] std::_Rb_tree<int, std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::_Select1st<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::_M_begin()
 [190] boost::date_time::int_adapter<long>::int_adapter(long) [167] std::allocator<Route*>::allocator(std::allocator<Route*> const&) [206] std::_Rb_tree<int, std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::_Select1st<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::_S_right(std::_Rb_tree_node_base*)
  [63] boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> >::time_duration(long, long, long, long) [397] std::allocator<Route*>::allocator() [563] std::_Rb_tree<int, std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::_Select1st<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::_Rb_tree()
 [378] boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> >::time_duration(boost::date_time::special_values) [67] std::allocator<Route*>::~allocator() [121] void std::_Construct<std::vector<Route*, std::allocator<Route*> >, std::vector<Route*, std::allocator<Route*> > const&>(std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> > const&)
 [240] boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> >::time_duration(boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> > const&) [539] std::allocator<Vehicle*>::allocator() [401] std::iterator_traits<Route* const*>::difference_type std::__distance<Route* const*>(Route* const*, Route* const*, std::random_access_iterator_tag)
 [379] boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config>::frac_sec_per_day() [540] std::allocator<std::_Rb_tree_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::allocator() [503] std::iterator_traits<std::vector<Route*, std::allocator<Route*> > const*>::difference_type std::__distance<std::vector<Route*, std::allocator<Route*> > const*>(std::vector<Route*, std::allocator<Route*> > const*, std::vector<Route*, std::allocator<Route*> > const*, std::random_access_iterator_tag)
  [94] boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config>::counted_time_rep(boost::gregorian::date const&, boost::posix_time::time_duration const&) [541] std::allocator<std::_Rb_tree_node<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::allocator() [169] std::vector<Route*, std::allocator<Route*> >* std::__addressof<std::vector<Route*, std::allocator<Route*> > >(std::vector<Route*, std::allocator<Route*> >&)
 [261] boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config>::counted_time_rep(long) [476] std::allocator<std::vector<Route*, std::allocator<Route*> > >::allocator() [564] operations_research::MPObjective* const& std::__get_helper<0ul, operations_research::MPObjective*, std::default_delete<operations_research::MPObjective> >(std::_Tuple_impl<0ul, operations_research::MPObjective*, std::default_delete<operations_research::MPObjective> > const&)
 [342] void boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> >::unused_var<boost::date_time::dst_flags>(boost::date_time::dst_flags const&) [461] std::allocator<std::vector<Route*, std::allocator<Route*> > >::allocator(std::allocator<std::vector<Route*, std::allocator<Route*> > > const&) [178] __gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > > std::__miter_base<__gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > > >(__gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > >)
  [95] boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> >::get_time_rep(boost::gregorian::date const&, boost::posix_time::time_duration const&, boost::date_time::dst_flags) [462] std::allocator<std::vector<Route*, std::allocator<Route*> > >::~allocator() [351] Route* const* std::__miter_base<Route* const*>(Route* const*)
  [36] boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> >::add_time_duration(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&, boost::posix_time::time_duration) [542] std::_Head_base<0ul, operations_research::MPObjective*, false>::_M_head(std::_Head_base<0ul, operations_research::MPObjective*, false> const&) [352] Route* const* std::__niter_base<Route* const*>(Route* const*)
  [47] boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> >::is_less(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&, boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&) [543] std::_Tuple_impl<0ul, operations_research::MPObjective*, std::default_delete<operations_research::MPObjective> >::_M_head(std::_Tuple_impl<0ul, operations_research::MPObjective*, std::default_delete<operations_research::MPObjective> > const&) [179] Route* const* std::__niter_base<Route* const*, std::vector<Route*, std::allocator<Route*> > >(__gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > >)
 [380] unsigned short boost::date_time::month_str_to_ushort<boost::gregorian::greg_month>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [196] Route** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<Route*>(Route* const*, Route* const*, Route**) [184] Route** std::__niter_base<Route**>(Route**)
 [381] boost::date_time::year_month_day_base<boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day>::year_month_day_base(boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day) [286] std::char_traits<char>::eq(char const&, char const&) [435] std::vector<Route*, std::allocator<Route*> >* std::__niter_base<std::vector<Route*, std::allocator<Route*> >*>(std::vector<Route*, std::allocator<Route*> >*)
  [93] boost::posix_time::ptime boost::date_time::parse_delimited_time<boost::posix_time::ptime>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char) [156] std::char_traits<char>::compare(char const*, char const*, unsigned long) [197] Route** std::__niter_wrap<Route**>(Route** const&, Route**)
 [252] boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long>::is_adapted() [132] void std::_Destroy_aux<false>::__destroy<std::vector<Route*, std::allocator<Route*> >*>(std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> >*) [272] Route** std::__relocate_a<Route**, Route**, std::allocator<Route*> >(Route**, Route**, Route**, std::allocator<Route*>&)
 [250] boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long>::res_adjust() [186] void std::_Destroy_aux<true>::__destroy<Route**>(Route**, Route**) [13] std::vector<Route*, std::allocator<Route*> >* std::__relocate_a<std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> >*, std::allocator<std::vector<Route*, std::allocator<Route*> > > >(std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> >*, std::allocator<std::vector<Route*, std::allocator<Route*> > >&)
  [64] boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long>::to_tick_count(long, long, long, long) [544] std::_Vector_base<TwoRouteCombnation*, std::allocator<TwoRouteCombnation*> >::_Vector_impl::_Vector_impl() [198] Route** std::__copy_move_a<false, Route* const*, Route**>(Route* const*, Route* const*, Route**)
  [73] boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long>::as_number(boost::date_time::int_adapter<long>) [545] std::_Vector_base<TwoRouteCombnation*, std::allocator<TwoRouteCombnation*> >::_Vector_impl_data::_Vector_impl_data() [202] Route** std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > >, Route**>(__gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > >, __gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > >, Route**)
 [382] boost::date_time::gregorian_calendar_base<boost::date_time::year_month_day_base<boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day>, unsigned int>::day_number(boost::date_time::year_month_day_base<boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day> const&) [546] std::_Vector_base<TwoRouteCombnation*, std::allocator<TwoRouteCombnation*> >::_Vector_base() [402] Route** std::__copy_move_a2<false, Route* const*, Route**>(Route* const*, Route* const*, Route**)
 [383] boost::date_time::gregorian_calendar_base<boost::date_time::year_month_day_base<boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day>, unsigned int>::end_of_month_day(boost::gregorian::greg_year, boost::gregorian::greg_month) [194] std::_Vector_base<Route*, std::allocator<Route*> >::_M_allocate(unsigned long) [273] std::enable_if<std::__is_bitwise_relocatable<Route*, void>::value, Route**>::type std::__relocate_a_1<Route*, Route*>(Route**, Route**, Route**, std::allocator<Route*>&)
  [98] boost::posix_time::time_duration boost::date_time::parse_delimited_time_duration<boost::posix_time::time_duration>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [22] std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_impl::_Vector_impl(std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_impl&&) [14] std::vector<Route*, std::allocator<Route*> >* std::__relocate_a_1<std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> >*, std::allocator<std::vector<Route*, std::allocator<Route*> > > >(std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> >*, std::allocator<std::vector<Route*, std::allocator<Route*> > >&)
  [99] boost::posix_time::time_duration boost::date_time::str_from_delimited_time_duration<boost::posix_time::time_duration, char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [68] std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_impl::_Vector_impl(std::allocator<Route*> const&) [57] Route** std::uninitialized_copy<__gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > >, Route**>(__gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > >, __gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > >, Route**)
 [253] boost::date_time::time_resolution_traits_adapted64_impl::is_adapted() [146] std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_impl::_Vector_impl() [128] std::vector<Route*, std::allocator<Route*> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<Route*, std::allocator<Route*> > const*, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::vector<Route*, std::allocator<Route*> >*>(__gnu_cxx::__normal_iterator<std::vector<Route*, std::allocator<Route*> > const*, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, __gnu_cxx::__normal_iterator<std::vector<Route*, std::allocator<Route*> > const*, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::vector<Route*, std::allocator<Route*> >*)
  [74] boost::date_time::time_resolution_traits_adapted64_impl::as_number(boost::date_time::int_adapter<long>) [79] std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_impl::~_Vector_impl() [403] Route** std::uninitialized_copy<Route* const*, Route**>(Route* const*, Route* const*, Route**)
 [384] boost::date_time::date<boost::gregorian::date, boost::gregorian::gregorian_calendar, boost::gregorian::date_duration>::date(boost::date_time::int_adapter<unsigned int>) [185] std::_Vector_base<Route*, std::allocator<Route*> >::_M_deallocate(Route**, unsigned long) [129] std::vector<Route*, std::allocator<Route*> >* std::uninitialized_copy<std::vector<Route*, std::allocator<Route*> > const*, std::vector<Route*, std::allocator<Route*> >*>(std::vector<Route*, std::allocator<Route*> > const*, std::vector<Route*, std::allocator<Route*> > const*, std::vector<Route*, std::allocator<Route*> >*)
 [385] boost::date_time::date<boost::gregorian::date, boost::gregorian::gregorian_calendar, boost::gregorian::date_duration>::date(boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day) [200] std::_Vector_base<Route*, std::allocator<Route*> >::_M_create_storage(unsigned long) [404] std::iterator_traits<Route* const*>::iterator_category std::__iterator_category<Route* const*>(Route* const* const&)
 [386] boost::date_time::split(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [23] std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_impl_data&&) [504] std::iterator_traits<std::vector<Route*, std::allocator<Route*> > const*>::iterator_category std::__iterator_category<std::vector<Route*, std::allocator<Route*> > const*>(std::vector<Route*, std::allocator<Route*> > const* const&)
  [96] boost::date_time::base_time<boost::posix_time::ptime, boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> > >::base_time(boost::gregorian::date const&, boost::posix_time::time_duration const&, boost::date_time::dst_flags) [53] std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_impl_data::_Vector_impl_data() [10] void std::__relocate_object_a<std::vector<Route*, std::allocator<Route*> >, std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >(std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> >*, std::allocator<std::vector<Route*, std::allocator<Route*> > >&)
 [262] boost::date_time::base_time<boost::posix_time::ptime, boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> > >::base_time(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&) [168] std::_Vector_base<Route*, std::allocator<Route*> >::_M_get_Tp_allocator() [58] Route** std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > >, Route**, Route*>(__gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > >, __gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > >, Route**, std::allocator<Route*>&)
 [387] boost::gregorian::greg_month::greg_month(unsigned short) [147] std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_base() [130] std::vector<Route*, std::allocator<Route*> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<Route*, std::allocator<Route*> > const*, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> > >(__gnu_cxx::__normal_iterator<std::vector<Route*, std::allocator<Route*> > const*, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, __gnu_cxx::__normal_iterator<std::vector<Route*, std::allocator<Route*> > const*, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::vector<Route*, std::allocator<Route*> >*, std::allocator<std::vector<Route*, std::allocator<Route*> > >&)
 [388] boost::gregorian::date::date(boost::date_time::special_values) [24] std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_base(std::_Vector_base<Route*, std::allocator<Route*> >&&) [405] Route** std::__uninitialized_copy_a<Route* const*, Route**, Route*>(Route* const*, Route* const*, Route**, std::allocator<Route*>&)
 [389] boost::gregorian::date::date(boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day) [117] std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_base(std::allocator<Route*> const&) [131] std::vector<Route*, std::allocator<Route*> >* std::__uninitialized_copy_a<std::vector<Route*, std::allocator<Route*> > const*, std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> > >(std::vector<Route*, std::allocator<Route*> > const*, std::vector<Route*, std::allocator<Route*> > const*, std::vector<Route*, std::allocator<Route*> >*, std::allocator<std::vector<Route*, std::allocator<Route*> > >&)
 [390] boost::gregorian::greg_day::greg_day(unsigned short) [35] std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_base(unsigned long, std::allocator<Route*> const&) [84] std::vector<Route*, std::allocator<Route*> >* std::__uninitialized_move_if_noexcept_a<std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> >*, std::allocator<std::vector<Route*, std::allocator<Route*> > > >(std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> >*, std::allocator<std::vector<Route*, std::allocator<Route*> > >&)
 [391] boost::gregorian::greg_year::greg_year(unsigned short) [30] std::_Vector_base<Route*, std::allocator<Route*> >::~_Vector_base() [565] std::tuple_element<0ul, std::tuple<operations_research::MPObjective*, std::default_delete<operations_research::MPObjective> > >::type const& std::get<0ul, operations_research::MPObjective*, std::default_delete<operations_research::MPObjective> >(std::tuple<operations_research::MPObjective*, std::default_delete<operations_research::MPObjective> > const&)
 [310] boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::reference boost::iterators::iterator_core_access::dereference<boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [547] std::_Vector_base<Vehicle*, std::allocator<Vehicle*> >::_Vector_impl::_Vector_impl() [287] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
 [296] bool boost::iterators::iterator_core_access::equal<boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, mpl_::bool_<true>) [548] std::_Vector_base<Vehicle*, std::allocator<Vehicle*> >::_Vector_impl_data::_Vector_impl_data() [264] unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
 [311] void boost::iterators::iterator_core_access::increment<boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [549] std::_Vector_base<Vehicle*, std::allocator<Vehicle*> >::_Vector_base() [203] Route** std::copy<__gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > >, Route**>(__gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > >, __gnu_cxx::__normal_iterator<Route* const*, std::vector<Route*, std::allocator<Route*> > >, Route**)
 [283] boost::iterators::detail::iterator_facade_base<boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::iterators::forward_traversal_tag, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, long, false, false>::derived() [447] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_M_allocate(unsigned long) [406] Route** std::copy<Route* const*, Route**>(Route* const*, Route* const*, Route**)
 [312] boost::iterators::detail::iterator_facade_base<boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::iterators::forward_traversal_tag, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, long, false, false>::operator++() [487] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_impl&&) [182] std::remove_reference<std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_impl&>::type&& std::move<std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_impl&>(std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_impl&)
